INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T12:52:28.000000000', 2, 22, 1, 34, 961, 42);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-19T01:29:30.000000000', 4, 12, 4, 29, 1040, 165);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-10T18:00:58.000000000', 2, 37, 2, 29, 910, 120);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T22:21:07.000000000', 7, 32, 5, 25, 945, 155);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T00:06:30.000000000', 1, 32, 5, 24, 1044, 116);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T13:38:10.000000000', 9, 26, 2, 31, 949, 234);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-23T08:43:11.000000000', 7, 29, 1, 37, 1107, 137);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-31T16:36:36.000000000', 1, 20, 2, 27, 1009, 96);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T13:27:06.000000000', 8, 32, 3, 22, 1125, 218);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-12T10:39:03.000000000', 8, 33, 3, 40, 910, 50);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-13T05:59:48.000000000', 2, 12, 4, 37, 930, 198);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T15:46:38.000000000', 2, 20, 3, 25, 1194, 45);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-17T14:00:27.000000000', 9, 30, 2, 26, 1050, 107);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-31T00:09:12.000000000', 6, 13, 5, 31, 1111, 174);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-13T21:44:48.000000000', 8, 20, 3, 42, 958, 1);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T17:47:35.000000000', 8, 31, 4, 41, 1018, 60);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T14:35:34.000000000', 7, 22, 4, 25, 1035, 65);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-31T03:47:39.000000000', 9, 15, 5, 37, 981, 229);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-24T08:52:49.000000000', 4, 25, 1, 38, 1108, 18);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T19:45:29.000000000', 1, 17, 1, 41, 1036, 53);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T08:54:48.000000000', 7, 32, 4, 30, 930, 250);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-31T09:18:25.000000000', 5, 30, 5, 24, 1052, 24);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-23T00:10:27.000000000', 3, 34, 5, 34, 1163, 52);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-10T09:11:21.000000000', 1, 19, 3, 38, 1026, 35);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-31T02:39:05.000000000', 3, 34, 4, 43, 1191, 93);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T11:40:46.000000000', 9, 20, 5, 29, 1141, 2);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-01T08:24:19.000000000', 2, 21, 3, 42, 1087, 16);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-22T10:43:05.000000000', 9, 25, 2, 25, 1021, 189);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T00:09:17.000000000', 7, 21, 1, 36, 1123, 13);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T03:32:46.000000000', 1, 18, 4, 22, 990, 102);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T18:25:00.000000000', 4, 22, 3, 32, 1122, 131);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T22:19:13.000000000', 3, 34, 3, 25, 1141, 115);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T10:25:55.000000000', 8, 17, 1, 29, 1181, 222);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-10T22:04:45.000000000', 6, 19, 3, 39, 1008, 232);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-22T07:27:07.000000000', 6, 33, 1, 43, 1173, 0);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-13T06:02:46.000000000', 4, 12, 4, 31, 1191, 45);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T13:35:19.000000000', 8, 16, 2, 23, 913, 241);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T17:34:50.000000000', 3, 34, 1, 23, 1004, 16);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T15:57:22.000000000', 9, 13, 3, 26, 1145, 247);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-02T16:08:31.000000000', 9, 30, 3, 36, 1056, 5);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-13T18:07:00.000000000', 6, 19, 2, 43, 1007, 210);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-31T16:32:52.000000000', 1, 12, 1, 34, 1040, 31);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-30T20:23:41.000000000', 1, 16, 3, 43, 1063, 45);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-13T14:53:31.000000000', 2, 15, 3, 25, 1051, 129);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T16:17:19.000000000', 7, 20, 4, 29, 931, 54);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T11:24:11.000000000', 3, 29, 2, 28, 971, 18);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T12:49:04.000000000', 3, 18, 3, 42, 915, 67);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T13:42:46.000000000', 6, 34, 2, 24, 1123, 150);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-01T16:10:27.000000000', 4, 18, 2, 37, 1080, 160);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-10T13:37:22.000000000', 7, 33, 3, 22, 975, 95);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T15:17:22.000000000', 1, 17, 2, 27, 1079, 71);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T21:17:42.000000000', 4, 14, 1, 41, 1166, 159);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T04:16:31.000000000', 1, 27, 5, 37, 1142, 112);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T07:30:00.000000000', 8, 26, 2, 38, 918, 104);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T11:15:17.000000000', 6, 33, 2, 28, 1137, 243);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-23T12:51:07.000000000', 1, 17, 4, 31, 1120, 160);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T01:03:30.000000000', 4, 35, 3, 35, 1068, 170);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T23:52:09.000000000', 9, 19, 1, 35, 1003, 153);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-10T14:08:51.000000000', 8, 18, 2, 25, 989, 100);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-16T17:00:03.000000000', 3, 14, 2, 33, 1020, 187);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T06:43:03.000000000', 3, 32, 3, 39, 917, 203);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-12T15:33:08.000000000', 8, 19, 3, 38, 1086, 222);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T06:51:39.000000000', 7, 25, 1, 37, 943, 125);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T05:53:35.000000000', 1, 20, 1, 32, 942, 128);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T01:02:58.000000000', 5, 29, 3, 25, 1022, 196);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T12:10:50.000000000', 6, 17, 5, 33, 1113, 41);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T08:40:49.000000000', 6, 23, 4, 26, 1138, 117);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T22:36:56.000000000', 6, 22, 2, 37, 1000, 194);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-24T05:23:55.000000000', 8, 35, 4, 25, 1063, 109);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-02T22:49:13.000000000', 1, 34, 2, 40, 1102, 106);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-02T12:02:04.000000000', 6, 21, 3, 40, 1142, 231);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T11:26:30.000000000', 1, 32, 1, 42, 1062, 17);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T13:41:37.000000000', 7, 29, 4, 39, 969, 96);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-30T11:57:48.000000000', 6, 34, 2, 39, 989, 128);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T01:20:51.000000000', 6, 17, 3, 27, 1143, 119);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-23T12:04:13.000000000', 1, 35, 5, 30, 1051, 62);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-01T22:10:12.000000000', 3, 12, 5, 43, 1067, 106);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T19:24:28.000000000', 8, 12, 4, 40, 1168, 75);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-02T19:45:23.000000000', 1, 32, 3, 29, 966, 16);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T12:01:31.000000000', 5, 17, 5, 23, 1067, 87);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T02:28:39.000000000', 3, 17, 2, 27, 953, 25);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-17T09:01:35.000000000', 2, 30, 4, 35, 986, 182);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T08:21:57.000000000', 4, 21, 4, 38, 1189, 216);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-22T21:17:08.000000000', 6, 20, 1, 39, 957, 99);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-19T14:04:24.000000000', 4, 28, 1, 33, 1036, 59);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T07:19:35.000000000', 4, 13, 2, 24, 936, 244);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-30T18:38:49.000000000', 4, 22, 2, 36, 1045, 78);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T21:45:24.000000000', 6, 12, 3, 34, 1023, 51);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-19T16:46:11.000000000', 8, 20, 5, 41, 1186, 195);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T04:58:00.000000000', 4, 34, 1, 24, 1076, 136);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T22:11:34.000000000', 6, 35, 2, 43, 1143, 110);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-17T00:24:29.000000000', 7, 21, 5, 38, 1157, 163);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T23:14:20.000000000', 9, 16, 2, 28, 1071, 56);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-31T10:57:06.000000000', 9, 23, 2, 32, 1177, 126);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-30T18:18:54.000000000', 2, 37, 3, 38, 1164, 36);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-12T05:04:52.000000000', 2, 31, 2, 28, 1170, 220);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T19:43:02.000000000', 6, 31, 1, 43, 969, 241);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-19T11:01:50.000000000', 9, 32, 3, 26, 1169, 216);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-12T00:43:07.000000000', 7, 35, 3, 31, 919, 92);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T12:10:34.000000000', 8, 24, 5, 33, 1101, 164);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T18:50:04.000000000', 2, 36, 2, 39, 1194, 161);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T07:42:56.000000000', 8, 16, 3, 26, 919, 45);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-30T07:02:45.000000000', 1, 21, 5, 43, 1137, 95);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T05:38:43.000000000', 3, 29, 2, 41, 1102, 29);
